cds,record_type,school_name,district_name,county_name,enrollment_9_12,number_of_test_takers,avg_reading_score,avg_math_score,avg_writing_score,number_scores_gte_1500,percent_scores_gte_1500
04615150435602,S,Oroville High,Oroville Union High,Butte,1092,75,447,480,449,24,32.00
04615310000000,D,,Paradise Unified,Butte,1327,76,522,536,507,46,60.53
04615310121715,S,Paradise eLearning Academy,Paradise Unified,Butte,43,0,NA,NA,NA,NA,NA
04615310437350,S,Paradise Senior High,Paradise Unified,Butte,1088,76,522,536,507,46,60.53
04615316112585,S,Hometech Charter,Paradise Unified,Butte,74,0,NA,NA,NA,NA,NA
04755070000000,D,,Gridley Unified,Butte,690,62,480,487,490,25,40.32
04755070433946,S,Esperanza High (Continuation),Gridley Unified,Butte,26,1,*,*,*,*,*
04755070433953,S,Gridley High,Gridley Unified,Butte,662,61,482,488,492,25,40.98
05000000000000,C,,,Calaveras,2068,170,531,517,512,106,62.35
05100580000000,D,,Calaveras County Office of Edu,Calaveras,266,3,*,*,*,*,*
05100580530154,S,Mountain Oaks,Calaveras County Office of Edu,Calaveras,209,3,*,*,*,*,*
05615560000000,D,,Bret Harte Union High,Calaveras,724,86,542,534,529,59,68.60
05615560530121,S,John Vierra High,Bret Harte Union High,Calaveras,22,0,NA,NA,NA,NA,NA
05615560532507,S,Bret Harte Union High,Bret Harte Union High,Calaveras,688,86,542,534,529,59,68.60
05615640000000,D,,Calaveras Unified,Calaveras,1078,81,518,498,493,44,54.32
05615640530055,S,Calaveras Unified Alternative-Sierra Hil,Calaveras Unified,Calaveras,18,0,NA,NA,NA,NA,NA
05615640531509,S,Calaveras High,Calaveras Unified,Calaveras,1003,81,518,498,493,44,54.32
06000000000000,C,,,Colusa,1338,128,465,482,455,40,31.25
06615980000000,D,,Colusa Unified,Colusa,426,51,484,506,464,21,41.18
06615980630046,S,Colusa Alternative Home,Colusa Unified,Colusa,49,0,NA,NA,NA,NA,NA
06615980631259,S,Colusa High,Colusa Unified,Colusa,347,51,484,506,464,21,41.18
06616060000000,D,,Maxwell Unified,Colusa,107,14,464,483,481,5,35.71
06616060634758,S,Maxwell High,Maxwell Unified,Colusa,107,14,464,483,481,5,35.71
06616140000000,D,,Pierce Joint Unified,Colusa,405,45,449,459,431,10,22.22
06616140635250,S,Pierce High,Pierce Joint Unified,Colusa,391,45,449,459,431,10,22.22
06616220000000,D,,Williams Unified,Colusa,393,18,451,469,469,4,22.22
06616220637504,S,Williams Junior/Senior High,Williams Unified,Colusa,364,18,451,469,469,4,22.22
07000000000000,C,,,Contra Costa,53473,9754,511,523,512,5357,54.92
07100740000000,D,,Contra Costa County Office of,Contra Costa,2766,410,504,504,493,196,47.80
07100740114470,S,Making Waves Academy,Contra Costa County Office of,Contra Costa,260,56,446,459,448,8,14.29
07100740731380,S,Clayton Valley Charter High,Contra Costa County Office of,Contra Costa,1991,371,512,510,500,195,52.56
07616300000000,D,,Acalanes Union High,Contra Costa,5319,1457,587,595,592,1223,83.94
07616300107524,S,Acalanes Center for Independent Study,Acalanes Union High,Contra Costa,39,4,*,*,*,*,*
07616300730283,S,Acalanes High,Acalanes Union High,Contra Costa,1319,362,584,602,590,306,84.53
07616300731125,S,Campolindo High,Acalanes Union High,Contra Costa,1260,383,591,604,605,334,87.21
07616300733725,S,Las Lomas High,Acalanes Union High,Contra Costa,1548,366,564,556,555,272,74.32
07616300734244,S,Miramonte High,Acalanes Union High,Contra Costa,1125,342,609,621,621,307,89.77
07616480000000,D,,Antioch Unified,Contra Costa,5890,631,481,473,470,229,36.29
07616480117218,S,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,648,116,482,463,491,43,37.07
07616480730259,S,Prospects High (Alternative),Antioch Unified,Contra Costa,368,0,NA,NA,NA,NA,NA
07616480730465,S,Deer Valley High,Antioch Unified,Contra Costa,2622,357,487,482,470,136,38.10
07616480730861,S,Antioch High,Antioch Unified,Contra Costa,1842,158,466,459,456,50,31.65
07616970000000,D,,John Swett Unified,Contra Costa,551,44,489,518,506,23,52.27
07616970737023,S,John Swett High,John Swett Unified,Contra Costa,484,44,489,518,506,23,52.27
07617210000000,D,,Liberty Union High,Contra Costa,7916,1017,499,491,494,482,47.39
07617210107797,S,Heritage High,Liberty Union High,Contra Costa,2426,428,523,515,519,249,58.18
07617210730457,S,Freedom High,Liberty Union High,Contra Costa,2560,289,483,469,475,116,40.14
07617210730572,S,Independence High,Liberty Union High,Contra Costa,385,2,*,*,*,*,*
07617210733980,S,Liberty High,Liberty Union High,Contra Costa,2356,297,481,478,479,117,39.39
07617210733998,S,La Paloma High (Continuation),Liberty Union High,Contra Costa,175,1,*,*,*,*,*
07617390000000,D,,Martinez Unified,Contra Costa,1351,170,534,553,532,117,68.82
07617390730473,S,Briones (Alternative),Martinez Unified,Contra Costa,41,0,NA,NA,NA,NA,NA
07617390730549,S,Alhambra Senior High,Martinez Unified,Contra Costa,1195,170,534,553,532,117,68.82
07617540000000,D,,Mt. Diablo Unified,Contra Costa,8331,1007,512,529,510,555,55.11
07617540730044,S,Northgate High,Mt. Diablo Unified,Contra Costa,1643,273,570,594,568,213,78.02
07617540730317,S,Horizons Alternative,Mt. Diablo Unified,Contra Costa,149,3,*,*,*,*,*
07617540731646,S,College Park High,Mt. Diablo Unified,Contra Costa,1949,297,540,565,529,204,68.69
07617540731836,S,Concord High,Mt. Diablo Unified,Contra Costa,1459,158,486,502,491,71,44.94
07617540734566,S,Mt. Diablo High,Mt. Diablo Unified,Contra Costa,1309,147,432,433,440,32,21.77
07617540737809,S,Ygnacio Valley High,Mt. Diablo Unified,Contra Costa,1156,129,450,452,449,34,26.36
07617880000000,D,,Pittsburg Unified,Contra Costa,3200,369,444,441,441,79,21.41
07617880730184,S,Black Diamond High (Continuation),Pittsburg Unified,Contra Costa,282,1,*,*,*,*,*
07617880735407,S,Pittsburg Senior High,Pittsburg Unified,Contra Costa,2904,368,444,441,441,79,21.47
07617960000000,D,,West Contra Costa Unified,Contra Costa,8492,2199,416,421,423,470,21.37
07617960101477,S,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,475,151,417,433,437,16,10.60
07617960730275,S,North Campus Continuation,West Contra Costa Unified,Contra Costa,182,2,*,*,*,*,*
